fecha,anio,mes,ICEN,ONI,SSN,precipitacion_mm
1985-02-01,1985,2,-0.69,-0.86,20.7,153.43946081817677
1985-03-01,1985,3,-0.87,-0.85,16.9,172.6526234992519
1985-04-01,1985,4,-1.03,-0.8,20.4,167.36519565946912
1985-05-01,1985,5,-1.18,-0.79,32.4,139.67495972925434
1985-06-01,1985,6,-1.16,-0.6,28.3,76.27719543673311
1985-07-01,1985,7,-0.97,-0.44,39.9,66.72700928295727
1985-08-01,1985,8,-0.9,-0.33,10.1,77.01364220816163
1985-09-01,1985,9,-0.77,-0.31,4.3,91.90558625835848
1985-10-01,1985,10,-0.69,-0.3,22.0,97.5369910431814
1985-11-01,1985,11,-0.53,-0.28,17.9,95.46427746437004
1985-12-01,1985,12,-0.26,-0.36,15.8,139.3923753742999
1986-01-01,1986,1,0.0,-0.4,2.8,262.417092702568
1986-02-01,1986,2,-0.11,-0.38,27.9,209.51664574367013
1986-03-01,1986,3,-0.41,-0.25,13.8,189.5985093615256
1986-04-01,1986,4,-0.79,-0.17,22.4,248.64517606628976
1986-05-01,1986,5,-0.92,-0.09,16.1,110.86157955141483
1986-06-01,1986,6,-0.82,0.02,0.6,60.325176887269656
1986-07-01,1986,7,-0.5,0.24,18.1,73.18344888960499
1986-08-01,1986,8,-0.09,0.46,9.9,67.39803867386604
1986-09-01,1986,9,0.17,0.64,5.1,101.34587973553631
1986-10-01,1986,10,0.3,0.86,40.1,149.3416808345857
1986-11-01,1986,11,0.42,1.06,15.4,113.6146596852606
1986-12-01,1986,12,0.69,1.21,5.8,176.89512297267845
1987-01-01,1987,1,0.97,1.18,9.8,275.4137791670676
1987-02-01,1987,2,1.3,1.13,3.4,291.88887356070813
1987-03-01,1987,3,1.48,1.02,17.4,315.9311508918336
1987-04-01,1987,4,1.63,0.94,46.0,216.41494051209327
1987-05-01,1987,5,1.46,0.95,39.1,118.44860938980504
1987-06-01,1987,6,1.27,1.11,18.8,79.52075496235892
1987-07-01,1987,7,1.0,1.3,38.2,69.0775357925771
1987-08-01,1987,8,1.03,1.46,47.9,74.01629776843762
1987-09-01,1987,9,1.18,1.49,42.2,88.07768885914776
1987-10-01,1987,10,1.27,1.41,63.4,133.40180896818134
1987-11-01,1987,11,1.1,1.2,48.8,134.75462449257375
1987-12-01,1987,12,0.65,1.0,29.1,127.2099463745896
1988-01-01,1988,1,0.24,0.63,70.5,220.34540184032804
1988-02-01,1988,2,-0.2,0.37,45.4,238.51537393687343
1988-03-01,1988,3,-0.5,-0.03,91.2,143.1473868571493
1988-04-01,1988,4,-0.84,-0.45,108.8,200.0956631498152
1988-05-01,1988,5,-1.14,-0.99,74.2,140.78060106861653
1988-06-01,1988,6,-1.33,-1.3,124.3,62.22212989190559
1988-07-01,1988,7,-1.44,-1.3,131.4,64.7985495406979
1988-08-01,1988,8,-1.33,-1.14,139.4,46.3853531536647
1988-09-01,1988,9,-1.26,-1.27,142.7,79.8517940739986
1988-10-01,1988,10,-1.11,-1.54,156.5,119.0210848009078
1988-11-01,1988,11,-0.95,-1.81,156.8,163.38998508374533
1988-12-01,1988,12,-0.63,-1.85,231.2,141.2187222619203
1989-01-01,1989,1,-0.26,-1.64,210.1,262.3072126318044
1989-02-01,1989,2,0.0,-1.38,208.7,347.0801121361095
1989-03-01,1989,3,0.05,-1.09,170.4,228.73349097872023
1989-04-01,1989,4,-0.35,-0.85,166.3,214.69221939827656
1989-05-01,1989,5,-0.68,-0.61,195.4,111.8167824744645
1989-06-01,1989,6,-0.93,-0.4,284.5,89.24684675702413
1989-07-01,1989,7,-0.67,-0.37,180.5,66.12684150745618
1989-08-01,1989,8,-0.54,-0.36,232.0,69.89159335979797
1989-09-01,1989,9,-0.42,-0.33,225.1,93.65388356810216
1989-10-01,1989,10,-0.42,-0.25,212.2,156.72847199716298
1989-11-01,1989,11,-0.36,-0.12,238.2,78.48802692521633
1989-12-01,1989,12,-0.33,-0.04,211.4,51.39309783941229
1990-01-01,1990,1,-0.23,0.18,227.4,169.9947669460498
1990-02-01,1990,2,-0.19,0.19,171.8,189.6803696847315
1990-03-01,1990,3,-0.22,0.3,191.7,190.3800152215192
1990-04-01,1990,4,-0.27,0.27,189.7,188.87738363164357
1990-05-01,1990,5,-0.24,0.25,175.2,102.48767104432272
1990-06-01,1990,6,-0.3,0.25,153.3,108.50862676918926
1990-07-01,1990,7,-0.4,0.26,191.1,66.9508428222997
1990-08-01,1990,8,-0.48,0.32,252.1,52.49330682768123
1990-09-01,1990,9,-0.49,0.31,169.1,69.8816327054747
1990-10-01,1990,10,-0.57,0.27,199.4,116.4643677163437
1990-11-01,1990,11,-0.6,0.31,178.8,131.2751872802585
1990-12-01,1990,12,-0.54,0.34,197.1,128.23703543462972
1991-01-01,1991,1,-0.4,0.35,195.3,137.0490098754378
1991-02-01,1991,2,-0.26,0.26,240.3,217.89637201932192
1991-03-01,1991,3,-0.19,0.23,197.0,273.1353416275056
1991-04-01,1991,4,-0.16,0.29,197.6,174.7834280008494
1991-05-01,1991,5,-0.03,0.49,166.9,132.30692012724316
1991-06-01,1991,6,0.28,0.63,224.7,94.24477678679216
1991-07-01,1991,7,0.47,0.77,240.2,60.8137826991586
1991-08-01,1991,8,0.53,0.67,240.8,56.25583874422717
1991-09-01,1991,9,0.51,0.72,168.9,95.64970326207612
1991-10-01,1991,10,0.58,0.83,197.1,113.57129947644516
1991-11-01,1991,11,0.65,1.18,159.5,125.30348826225908
1991-12-01,1991,12,0.62,1.43,212.6,161.0546359855497
1992-01-01,1992,1,0.67,1.54,198.3,198.2726699526928
1992-02-01,1992,2,0.89,1.5,230.7,231.94741978411776
1992-03-01,1992,3,1.45,1.4,151.0,366.9719799738611
1992-04-01,1992,4,1.99,1.3,142.2,325.570143514798
1992-05-01,1992,5,1.86,1.08,94.3,151.74462948626305
1992-06-01,1992,6,1.12,0.72,98.5,76.47356200763687
1992-07-01,1992,7,0.29,0.35,114.2,72.20800026887231
1992-08-01,1992,8,-0.01,0.08,91.9,62.15221128785288
1992-09-01,1992,9,-0.01,-0.15,94.0,91.2250085941087
1992-10-01,1992,10,-0.04,-0.22,133.4,94.7395700163776
1992-11-01,1992,11,-0.14,-0.24,129.6,107.28519222985491
1992-12-01,1992,12,-0.11,-0.05,122.0,130.32705344314851
1993-01-01,1993,1,0.1,0.13,81.4,188.09543188820385
1993-02-01,1993,2,0.41,0.31,127.8,315.78527423300363
1993-03-01,1993,3,0.82,0.5,102.4,361.6523492043642
1993-04-01,1993,4,1.11,0.73,94.4,260.7204403906067
1993-05-01,1993,5,1.26,0.76,78.8,134.36643746630264
1993-06-01,1993,6,1.08,0.56,69.6,78.93594105642893
1993-07-01,1993,7,0.85,0.28,80.4,76.01240914075755
1993-08-01,1993,8,0.6,0.22,62.5,63.76579533059811
1993-09-01,1993,9,0.52,0.2,31.2,98.02128327497807
1993-10-01,1993,10,0.38,0.2,71.1,134.13841753889778
1993-11-01,1993,11,0.21,0.2,48.2,126.08715188923928
1993-12-01,1993,12,0.03,0.19,68.4,169.07291360051678
1994-01-01,1994,1,-0.1,0.07,84.9,258.487081177818
1994-02-01,1994,2,-0.36,0.0,54.9,289.08257211814384
1994-03-01,1994,3,-0.76,0.04,47.5,281.30818652868504
1994-04-01,1994,4,-1.0,0.17,27.4,260.09934785971234
1994-05-01,1994,5,-0.97,0.25,29.8,135.47230366206588
1994-06-01,1994,6,-0.83,0.23,39.7,101.47121695659418
1994-07-01,1994,7,-0.86,0.3,50.6,87.77387124604941
1994-08-01,1994,8,-0.63,0.3,34.3,67.18526042693146
1994-09-01,1994,9,-0.11,0.47,40.5,93.57122421497476
1994-10-01,1994,10,0.38,0.66,67.1,101.40658305946144
1994-11-01,1994,11,0.67,0.93,29.5,131.19813108519514
1994-12-01,1994,12,0.68,0.97,32.2,178.18568319381808
1995-01-01,1995,1,0.6,0.88,32.6,154.20630709757344
1995-02-01,1995,2,0.23,0.65,45.8,197.5606620192751
1995-03-01,1995,3,-0.54,0.46,46.3,181.67609631274004
1995-04-01,1995,4,-1.04,0.19,21.6,164.67522029131874
1995-05-01,1995,5,-1.18,0.03,19.4,124.1935624001726
1995-06-01,1995,6,-0.86,-0.11,22.5,72.36649758344586
1995-07-01,1995,7,-0.57,-0.3,20.4,67.1943800702362
1995-08-01,1995,8,-0.38,-0.55,18.2,49.60567323815052
1995-09-01,1995,9,-0.4,-0.81,15.7,80.59603928191063
1995-10-01,1995,10,-0.41,-0.97,30.6,120.23899560727028
1995-11-01,1995,11,-0.64,-1.05,14.0,176.68336462821063
1995-12-01,1995,12,-0.66,-1.01,14.9,143.8923665137111
1996-01-01,1996,1,-0.65,-0.88,13.3,177.4237153356305
1996-02-01,1996,2,-0.42,-0.7,7.7,188.0899498730335
1996-03-01,1996,3,-0.82,-0.52,12.6,242.96657097590167
1996-04-01,1996,4,-1.13,-0.36,6.8,150.07093288893466
1996-05-01,1996,5,-1.64,-0.25,7.6,107.27746733550812
1996-06-01,1996,6,-1.43,-0.24,16.5,93.53087084688428
1996-07-01,1996,7,-1.3,-0.22,11.8,84.3348943618886
1996-08-01,1996,8,-0.92,-0.27,19.7,58.36153476526312
1996-09-01,1996,9,-0.76,-0.3,3.0,75.8893585727548
1996-10-01,1996,10,-0.84,-0.33,0.7,131.1854331093482
1996-11-01,1996,11,-1.03,-0.39,24.9,75.24153191467236
1996-12-01,1996,12,-1.08,-0.41,14.0,121.84999891800425
1997-01-01,1997,1,-0.74,-0.41,7.4,133.12239454782303
1997-02-01,1997,2,-0.14,-0.26,11.0,216.13691998880356
1997-03-01,1997,3,0.48,-0.03,12.1,186.15944352737492
1997-04-01,1997,4,1.29,0.3,23.0,201.58561384113827
1997-05-01,1997,5,2.12,0.71,25.4,130.01401021763803
1997-06-01,1997,6,3.02,1.13,20.8,78.13683330757414
1997-07-01,1997,7,3.57,1.48,12.9,79.37349742791385
1997-08-01,1997,8,3.85,1.79,35.7,102.29788298211103
1997-09-01,1997,9,3.85,2.04,59.7,110.47029288029816
1997-10-01,1997,10,4.01,2.24,32.8,128.16431811974235
1997-11-01,1997,11,4.08,2.34,50.4,189.682873412864
1997-12-01,1997,12,4.06,2.37,55.5,303.84043739764013
1998-01-01,1998,1,3.49,2.22,44.5,399.3497133650559
1998-02-01,1998,2,3.03,1.91,50.2,498.1273141615984
1998-03-01,1998,3,2.76,1.4,82.0,596.4820790792833
1998-04-01,1998,4,2.81,1.03,70.6,321.0077707934322
1998-05-01,1998,5,2.66,0.4,74.0,154.55569081165183
1998-06-01,1998,6,2.22,-0.08,90.5,127.71432625837058
1998-07-01,1998,7,1.58,-0.63,96.7,80.72979104302883
1998-08-01,1998,8,0.87,-0.83,121.1,61.88132874940236
1998-09-01,1998,9,0.49,-1.02,132.0,73.81262981948078
1998-10-01,1998,10,0.11,-1.12,78.5,114.45127057865668
1998-11-01,1998,11,-0.05,-1.31,97.3,130.88418312476395
1998-12-01,1998,12,-0.4,-1.47,119.2,96.04299238180784
1999-01-01,1999,1,-0.49,-1.51,86.0,151.08676339965692
1999-02-01,1999,2,-0.4,-1.25,98.0,311.0630808076443
1999-03-01,1999,3,-0.42,-0.93,103.5,240.99977279245115
1999-04-01,1999,4,-0.44,-0.8,93.6,165.5137814057739
1999-05-01,1999,5,-0.67,-0.79,149.6,140.98978653584464
1999-06-01,1999,6,-0.46,-0.84,207.2,91.98698881504848
1999-07-01,1999,7,-0.32,-0.9,173.5,73.75117928986425
1999-08-01,1999,8,-0.46,-0.94,142.3,54.04468832502271
1999-09-01,1999,9,-0.69,-1.0,106.3,113.83407582404664
1999-10-01,1999,10,-1.08,-1.13,168.7,104.99554465628006
1999-11-01,1999,11,-0.96,-1.35,188.3,117.8734684554721
1999-12-01,1999,12,-0.91,-1.53,116.8,179.3924702473346
2000-01-01,2000,1,-0.66,-1.47,133.1,129.74124348122072
2000-02-01,2000,2,-0.56,-1.26,165.7,236.7939462155028
2000-03-01,2000,3,-0.3,-0.98,217.7,258.684549621058
2000-04-01,2000,4,-0.21,-0.81,191.5,217.23264990846
2000-05-01,2000,5,-0.16,-0.67,165.9,128.05594948800922
2000-06-01,2000,6,-0.25,-0.62,188.0,92.30381048315478
2000-07-01,2000,7,-0.37,-0.48,244.3,87.3684541591159
2000-08-01,2000,8,-0.36,-0.4,180.5,68.78295802257998
2000-09-01,2000,9,-0.37,-0.42,156.0,106.2197850061028
2000-10-01,2000,10,-0.59,-0.54,141.6,101.91320853009954
2000-11-01,2000,11,-0.86,-0.76,158.1,85.68307591897656
2000-12-01,2000,12,-0.95,-0.78,143.3,168.85809472389005
2001-01-01,2001,1,-0.68,-0.76,142.6,237.91722343139807
2001-02-01,2001,2,-0.25,-0.54,121.5,222.87350935985188
2001-03-01,2001,3,0.02,-0.43,165.8,351.1960653667828
2001-04-01,2001,4,-0.05,-0.29,161.7,180.1892043108744
2001-05-01,2001,5,-0.39,-0.19,142.1,113.17200342326652
2001-06-01,2001,6,-0.67,-0.08,202.9,80.34052392561121
2001-07-01,2001,7,-0.75,-0.05,123.0,74.42365326016507
2001-08-01,2001,8,-0.88,-0.13,161.5,50.2829237414001
2001-09-01,2001,9,-1.07,-0.15,238.2,94.30865255671604
2001-10-01,2001,10,-1.09,-0.26,194.1,91.0890071218872
2001-11-01,2001,11,-1.04,-0.33,176.6,126.112582619183
2001-12-01,2001,12,-0.89,-0.32,213.4,179.37710182505663
2002-01-01,2002,1,-0.59,-0.15,184.6,136.5576576922233
2002-02-01,2002,2,0.04,0.07,170.2,229.1321720028746
2002-03-01,2002,3,0.57,0.11,147.1,313.4903004529786
2002-04-01,2002,4,0.81,0.15,186.9,240.5994276986446
2002-05-01,2002,5,0.67,0.3,187.5,112.58427512800408
2002-06-01,2002,6,0.3,0.45,128.8,72.91685258253645
2002-07-01,2002,7,-0.03,0.57,161.0,85.00593899375858
2002-08-01,2002,8,-0.12,0.63,175.6,47.745750956758926
2002-09-01,2002,9,0.07,0.78,187.9,63.263866277636325
2002-10-01,2002,10,0.48,0.99,151.2,127.96019140195244
2002-11-01,2002,11,0.79,1.19,147.2,147.71425328859158
2002-12-01,2002,12,0.74,1.08,135.3,175.21174861394914
2003-01-01,2003,1,0.4,0.9,133.5,151.47076023890764
2003-02-01,2003,2,0.04,0.59,75.7,170.86672578183436
2003-03-01,2003,3,-0.19,0.38,100.7,193.66984461916928
2003-04-01,2003,4,-0.69,-0.01,97.9,143.16520089537835
2003-05-01,2003,5,-1.12,-0.18,86.8,113.9632336103672
2003-06-01,2003,6,-1.3,-0.13,118.7,78.09360032949215
2003-07-01,2003,7,-0.78,0.09,128.3,61.96474833411569
2003-08-01,2003,8,-0.51,0.14,115.4,63.269041649970426
2003-09-01,2003,9,-0.1,0.23,78.5,76.46953985494619
2003-10-01,2003,10,-0.01,0.23,97.8,115.2433785738272
2003-11-01,2003,11,0.22,0.29,82.9,122.27487734112628
2003-12-01,2003,12,0.1,0.29,72.2,127.72470884686597
2004-01-01,2004,1,0.02,0.34,60.6,103.87512452587112
2004-02-01,2004,2,-0.27,0.27,74.6,186.87168671104536
2004-03-01,2004,3,-0.39,0.19,74.8,191.49113812535168
2004-04-01,2004,4,-0.89,0.1,59.2,152.90456573830147
2004-05-01,2004,5,-1.01,0.12,72.8,116.06052900473549
2004-06-01,2004,6,-1.11,0.22,66.5,73.36283532937938
2004-07-01,2004,7,-0.86,0.39,83.8,64.98429241386454
2004-08-01,2004,8,-0.62,0.54,69.7,48.22572106005665
2004-09-01,2004,9,-0.32,0.58,48.8,76.8524483760541
2004-10-01,2004,10,0.16,0.61,74.2,126.24552511264513
2004-11-01,2004,11,0.38,0.64,70.1,150.41218196274383
2004-12-01,2004,12,0.36,0.71,28.9,133.7695022750035
2005-01-01,2005,1,-0.17,0.62,48.1,114.8282749791248
2005-02-01,2005,2,-0.74,0.55,43.5,204.30415901184213
2005-03-01,2005,3,-0.88,0.4,39.6,265.5297912893891
2005-04-01,2005,4,-0.68,0.37,38.7,152.61334810807918
2005-05-01,2005,5,-0.46,0.27,61.9,84.97618073848385
2005-06-01,2005,6,-0.46,0.09,56.8,74.737734330151
2005-07-01,2005,7,-0.5,-0.04,62.4,52.180595938241126
2005-08-01,2005,8,-0.52,-0.14,60.5,41.71500973775832
2005-09-01,2005,9,-0.84,-0.11,37.2,61.5859831169443
2005-10-01,2005,10,-1.18,-0.27,13.2,132.63284547235756
2005-11-01,2005,11,-1.23,-0.57,27.5,83.04955180453294
2005-12-01,2005,12,-0.92,-0.82,59.3,159.9893354718351
2006-01-01,2006,1,-0.37,-0.86,20.9,150.3890901462486
2006-02-01,2006,2,-0.15,-0.8,5.7,271.21527033047283
2006-03-01,2006,3,-0.52,-0.63,17.3,296.4138576734817
2006-04-01,2006,4,-0.78,-0.45,50.3,163.4120395095444
2006-05-01,2006,5,-0.76,-0.19,37.2,78.1334365787647
2006-06-01,2006,6,-0.19,-0.05,24.5,68.96852773720899
2006-07-01,2006,7,0.23,0.12,22.2,50.29356881166775
2006-08-01,2006,8,0.62,0.33,20.8,56.759747728741935
2006-09-01,2006,9,0.91,0.54,23.7,75.90022347642471
2006-10-01,2006,10,0.94,0.71,14.9,94.96404704786292
2006-11-01,2006,11,0.86,0.88,35.7,156.34017926501474
2006-12-01,2006,12,0.72,0.88,22.3,183.79899092062263
2007-01-01,2007,1,0.5,0.62,29.3,189.7230096662794
2007-02-01,2007,2,0.05,0.19,18.4,125.94391555090732
2007-03-01,2007,3,-0.59,-0.12,7.2,268.41824328826834
2007-04-01,2007,4,-1.22,-0.32,5.4,178.47132953535416
2007-05-01,2007,5,-1.54,-0.34,19.5,115.0029352575568
2007-06-01,2007,6,-1.46,-0.41,21.3,70.52363339571886
2007-07-01,2007,7,-1.26,-0.49,15.1,59.80839214397593
2007-08-01,2007,8,-1.05,-0.77,9.8,59.52264841125651
2007-09-01,2007,9,-1.23,-1.05,4.0,60.631625558359744
2007-10-01,2007,10,-1.41,-1.38,1.5,123.00662666243728
2007-11-01,2007,11,-1.64,-1.57,2.8,162.88024440613611
2007-12-01,2007,12,-1.29,-1.72,17.3,125.33073988153043
2008-01-01,2008,1,-0.64,-1.76,4.1,224.3390930775123
2008-02-01,2008,2,0.04,-1.61,2.9,283.9369091239792
2008-03-01,2008,3,0.34,-1.37,15.5,308.861428428469
2008-04-01,2008,4,0.44,-1.05,3.6,202.44049703166067
2008-05-01,2008,5,0.5,-0.85,4.6,130.74750160472195
2008-06-01,2008,6,0.69,-0.56,5.2,85.92843035804754
2008-07-01,2008,7,0.98,-0.33,0.6,60.08270554752173
2008-08-01,2008,8,1.13,-0.2,0.3,60.11516030497826
2008-09-01,2008,9,0.92,-0.25,1.2,84.37617839066664
2008-10-01,2008,10,0.37,-0.36,4.2,152.24776608173872
2008-11-01,2008,11,-0.12,-0.57,6.6,137.28015519693398
2008-12-01,2008,12,-0.3,-0.79,1.0,105.83718725422531
2009-01-01,2009,1,-0.43,-0.89,1.3,294.92235939726856
2009-02-01,2009,2,-0.55,-0.84,1.2,280.9033190573311
2009-03-01,2009,3,-0.36,-0.63,0.6,251.41060067250416
2009-04-01,2009,4,-0.02,-0.35,1.2,199.48588120992815
2009-05-01,2009,5,0.47,0.03,2.9,119.15502618167194
2009-06-01,2009,6,0.58,0.34,6.3,84.97659241603316
2009-07-01,2009,7,0.75,0.5,5.5,68.2077192536676
2009-08-01,2009,8,0.7,0.56,0.0,70.05881339778226
2009-09-01,2009,9,0.56,0.66,7.1,68.95742334313513
2009-10-01,2009,10,0.39,0.92,7.7,120.08534377129187
2009-11-01,2009,11,0.42,1.31,6.9,115.9891729660942
2009-12-01,2009,12,0.41,1.5,16.3,164.7251026634744
2010-01-01,2010,1,0.35,1.47,19.5,159.4918903416089
2010-02-01,2010,2,0.18,1.21,28.5,255.55068208650195
2010-03-01,2010,3,0.05,0.88,24.0,219.3089918562077
2010-04-01,2010,4,0.09,0.38,10.4,212.8925940343235
2010-05-01,2010,5,0.07,-0.16,13.9,135.96840396619243
2010-06-01,2010,6,-0.24,-0.66,18.8,76.0603605189023
2010-07-01,2010,7,-0.75,-0.98,25.2,65.36746200448165
2010-08-01,2010,8,-1.16,-1.24,29.6,43.959931268066086
2010-09-01,2010,9,-1.24,-1.43,36.4,75.12498084396779
2010-10-01,2010,10,-1.25,-1.54,33.6,83.98488797178737
2010-11-01,2010,11,-1.13,-1.57,34.4,99.23108601265324
2010-12-01,2010,12,-0.88,-1.48,24.5,134.0860619118314
2011-01-01,2011,1,-0.5,-1.29,27.3,182.26437510222289
2011-02-01,2011,2,-0.5,-1.06,48.3,181.8953444171731
2011-03-01,2011,3,-0.4,-0.85,78.6,176.66947881440285
2011-04-01,2011,4,-0.31,-0.68,76.1,238.06403651081217
2011-05-01,2011,5,0.08,-0.5,58.2,92.92489743362673
2011-06-01,2011,6,0.18,-0.34,56.1,73.63825534570972
2011-07-01,2011,7,0.08,-0.37,64.5,79.53222170023066
2011-08-01,2011,8,-0.28,-0.5,65.8,55.84480118969341
2011-09-01,2011,9,-0.59,-0.76,120.1,84.24625502868615
2011-10-01,2011,10,-0.71,-0.94,125.7,96.45779856443784
2011-11-01,2011,11,-0.67,-1.02,139.1,127.14142090940904
2011-12-01,2011,12,-0.46,-0.92,109.3,199.92944399907904
2012-01-01,2012,1,-0.15,-0.71,94.4,268.63578525526384
2012-02-01,2012,2,0.11,-0.56,47.8,363.5247092102818
2012-03-01,2012,3,0.47,-0.44,86.6,273.9766422700641
2012-04-01,2012,4,0.65,-0.35,85.9,211.2355104870172
2012-05-01,2012,5,0.94,-0.18,96.5,130.62905018706982
2012-06-01,2012,6,0.77,0.03,92.0,66.8340662951068
2012-07-01,2012,7,0.5,0.28,100.1,58.48861587072687
2012-08-01,2012,8,0.18,0.39,94.8,61.30041414414164
2012-09-01,2012,9,-0.07,0.37,93.7,64.22877900010445
2012-10-01,2012,10,-0.23,0.28,76.5,156.44756198394967
2012-11-01,2012,11,-0.53,0.13,87.6,165.39587961657807
2012-12-01,2012,12,-0.63,-0.03,56.8,137.32504146409266
2013-01-01,2013,1,-0.73,-0.24,96.1,164.7169584592093
2013-02-01,2013,2,-0.67,-0.28,60.9,237.7966169746704
2013-03-01,2013,3,-0.85,-0.23,78.3,288.8155272870333
2013-04-01,2013,4,-1.13,-0.2,107.3,133.44008245646694
2013-05-01,2013,5,-1.54,-0.3,120.2,151.10584221565315
2013-06-01,2013,6,-1.66,-0.38,76.7,80.2418676133612
2013-07-01,2013,7,-1.52,-0.45,86.2,75.22833871882833
2013-08-01,2013,8,-1.15,-0.34,91.8,68.23387260703838
2013-09-01,2013,9,-0.86,-0.32,54.5,56.56355250706322
2013-10-01,2013,10,-0.66,-0.14,114.4,130.42193546791546
2013-11-01,2013,11,-0.55,-0.12,113.9,80.93422619352243
2013-12-01,2013,12,-0.31,-0.11,124.2,150.43736327764998
2014-01-01,2014,1,-0.33,-0.24,117.0,196.82988095288647
2014-02-01,2014,2,-0.29,-0.21,146.1,195.63970661923247
2014-03-01,2014,3,-0.3,-0.02,128.7,262.40392701748976
2014-04-01,2014,4,0.25,0.25,112.5,132.30057244654174
2014-05-01,2014,5,0.87,0.35,112.5,169.24827964474895
2014-06-01,2014,6,1.21,0.22,102.9,90.02946744492155
2014-07-01,2014,7,1.15,0.07,100.2,63.870625638038526
2014-08-01,2014,8,0.9,0.07,106.9,56.97161622417335
2014-09-01,2014,9,0.81,0.24,130.0,78.90698211130083
2014-10-01,2014,10,0.77,0.51,90.0,114.27591609685956
2014-11-01,2014,11,0.65,0.7,103.6,138.454250040251
2014-12-01,2014,12,0.37,0.8,112.9,155.0031845028334
2015-01-01,2015,1,-0.06,0.73,93.0,210.34076482808985
2015-02-01,2015,2,-0.18,0.65,66.7,183.88077610229385
2015-03-01,2015,3,0.2,0.72,54.5,363.9449905426228
2015-04-01,2015,4,0.88,0.86,75.3,217.5755520627308
2015-05-01,2015,5,1.6,1.04,88.8,157.45944017389724
2015-06-01,2015,6,2.1,1.19,66.5,84.14242153801402
2015-07-01,2015,7,2.13,1.44,65.8,70.24556611410725
2015-08-01,2015,8,2.15,1.73,64.4,46.3025303343097
2015-09-01,2015,9,2.02,2.02,78.6,56.71682486315333
2015-10-01,2015,10,2.23,2.28,63.6,120.04919970044892
2015-11-01,2015,11,2.21,2.45,62.2,138.52875443602886
2015-12-01,2015,12,2.06,2.59,58.0,135.61938088411105
2016-01-01,2016,1,1.75,2.5,57.0,197.1673104235741
2016-02-01,2016,2,1.45,2.21,56.4,285.9651789901001
2016-03-01,2016,3,1.05,1.69,54.1,295.50050151920505
2016-04-01,2016,4,0.77,1.11,37.9,218.4314954740468
2016-05-01,2016,5,0.51,0.57,51.5,104.77129674710336
2016-06-01,2016,6,0.42,0.09,20.5,95.64932705111346
2016-07-01,2016,7,0.34,-0.19,32.4,46.956562967039545
2016-08-01,2016,8,0.35,-0.34,50.2,50.95874662444195
2016-09-01,2016,9,0.36,-0.42,44.6,85.01341034307814
2016-10-01,2016,10,0.31,-0.51,33.4,115.50726930356802
2016-11-01,2016,11,0.25,-0.49,21.4,84.30211516616313
2016-12-01,2016,12,0.47,-0.37,18.5,209.3247360162926
2017-01-01,2017,1,0.89,-0.08,26.1,306.10296718463513
2017-02-01,2017,2,1.29,0.08,26.4,323.47431854223487
2017-03-01,2017,3,1.31,0.27,17.7,581.2290515773042
2017-04-01,2017,4,0.92,0.32,32.3,244.44615383553068
2017-05-01,2017,5,0.31,0.35,18.9,174.24127271695147
2017-06-01,2017,6,-0.13,0.32,19.2,124.32377142671731
2017-07-01,2017,7,-0.32,0.14,17.8,66.85307170828574
2017-08-01,2017,8,-0.52,-0.07,32.6,65.02814913796956
2017-09-01,2017,9,-0.69,-0.23,43.7,83.26912092683149
2017-10-01,2017,10,-0.97,-0.44,13.2,124.93778019037892
2017-11-01,2017,11,-1.21,-0.61,5.7,125.94407908433888
2017-12-01,2017,12,-1.3,-0.76,8.2,177.77617263497552
2018-01-01,2018,1,-1.25,-0.71,6.8,212.0380639432301
2018-02-01,2018,2,-1.21,-0.67,10.7,204.0988348942414
2018-03-01,2018,3,-1.16,-0.55,2.5,193.4004857932492
2018-04-01,2018,4,-1.07,-0.35,8.9,191.944437498802
2018-05-01,2018,5,-0.84,-0.07,13.1,168.994862238426
2018-06-01,2018,6,-0.61,0.13,15.6,89.10793304897825
2018-07-01,2018,7,-0.46,0.2,1.6,66.121743939284
2018-08-01,2018,8,-0.24,0.3,8.7,78.49536264392806
2018-09-01,2018,9,-0.09,0.52,3.3,65.07319416809628
2018-10-01,2018,10,0.27,0.82,4.9,134.4433490100345
2018-11-01,2018,11,0.63,1.04,4.9,202.1570200674434
2018-12-01,2018,12,0.87,1.05,3.1,156.33199248641174
2019-01-01,2019,1,0.78,0.99,7.7,197.02748084684745
2019-02-01,2019,2,0.49,0.94,0.8,313.3930933290062
2019-03-01,2019,3,0.31,0.87,9.4,286.4014509128704
2019-04-01,2019,4,0.21,0.82,9.1,210.30385422878152
2019-05-01,2019,5,0.05,0.71,9.9,130.02317523904563
2019-06-01,2019,6,-0.28,0.59,1.2,104.66950418045089
2019-07-01,2019,7,-0.6,0.38,0.9,111.54437250702917
2019-08-01,2019,8,-0.72,0.2,0.5,66.20647747328884
2019-09-01,2019,9,-0.74,0.31,1.1,77.80314779066856
2019-10-01,2019,10,-0.53,0.51,0.4,141.9315402624521
2019-11-01,2019,11,-0.3,0.72,0.5,163.95240025902703
2019-12-01,2019,12,-0.18,0.75,1.5,235.05528916123228
2020-01-01,2020,1,-0.14,0.71,6.2,147.85730643003052
2020-02-01,2020,2,-0.14,0.66,0.2,190.56663915484216
2020-03-01,2020,3,0.07,0.57,1.5,218.74766018919925
