fecha,anio,mes,ICEN,ONI,SSN
1996-05-01,1996,5,-1.64,-0.25,7.6
1996-06-01,1996,6,-1.43,-0.24,16.5
1996-07-01,1996,7,-1.3,-0.22,11.8
1996-08-01,1996,8,-0.92,-0.27,19.7
1996-09-01,1996,9,-0.76,-0.3,3.0
1996-10-01,1996,10,-0.84,-0.33,0.7
1996-11-01,1996,11,-1.03,-0.39,24.9
1996-12-01,1996,12,-1.08,-0.41,14.0
1997-01-01,1997,1,-0.74,-0.41,7.4
1997-02-01,1997,2,-0.14,-0.26,11.0
1997-03-01,1997,3,0.48,-0.03,12.1
1997-04-01,1997,4,1.29,0.3,23.0
1997-05-01,1997,5,2.12,0.71,25.4
1997-06-01,1997,6,3.02,1.13,20.8
1997-07-01,1997,7,3.57,1.48,12.9
1997-08-01,1997,8,3.85,1.79,35.7
1997-09-01,1997,9,3.85,2.04,59.7
1997-10-01,1997,10,4.01,2.24,32.8
1997-11-01,1997,11,4.08,2.34,50.4
1997-12-01,1997,12,4.06,2.37,55.5
1998-01-01,1998,1,3.49,2.22,44.5
1998-02-01,1998,2,3.03,1.91,50.2
1998-03-01,1998,3,2.76,1.4,82.0
1998-04-01,1998,4,2.81,1.03,70.6
1998-05-01,1998,5,2.66,0.4,74.0
1998-06-01,1998,6,2.22,-0.08,90.5
1998-07-01,1998,7,1.58,-0.63,96.7
1998-08-01,1998,8,0.87,-0.83,121.1
1998-09-01,1998,9,0.49,-1.02,132.0
1998-10-01,1998,10,0.11,-1.12,78.5
1998-11-01,1998,11,-0.05,-1.31,97.3
1998-12-01,1998,12,-0.4,-1.47,119.2
1999-01-01,1999,1,-0.49,-1.51,86.0
1999-02-01,1999,2,-0.4,-1.25,98.0
1999-03-01,1999,3,-0.42,-0.93,103.5
1999-04-01,1999,4,-0.44,-0.8,93.6
1999-05-01,1999,5,-0.67,-0.79,149.6
1999-06-01,1999,6,-0.46,-0.84,207.2
1999-07-01,1999,7,-0.32,-0.9,173.5
1999-08-01,1999,8,-0.46,-0.94,142.3
1999-09-01,1999,9,-0.69,-1.0,106.3
1999-10-01,1999,10,-1.08,-1.13,168.7
1999-11-01,1999,11,-0.96,-1.35,188.3
1999-12-01,1999,12,-0.91,-1.53,116.8
2000-01-01,2000,1,-0.66,-1.47,133.1
2000-02-01,2000,2,-0.56,-1.26,165.7
2000-03-01,2000,3,-0.3,-0.98,217.7
2000-04-01,2000,4,-0.21,-0.81,191.5
2000-05-01,2000,5,-0.16,-0.67,165.9
2000-06-01,2000,6,-0.25,-0.62,188.0
2000-07-01,2000,7,-0.37,-0.48,244.3
2000-08-01,2000,8,-0.36,-0.4,180.5
2000-09-01,2000,9,-0.37,-0.42,156.0
2000-10-01,2000,10,-0.59,-0.54,141.6
2000-11-01,2000,11,-0.86,-0.76,158.1
2000-12-01,2000,12,-0.95,-0.78,143.3
2001-01-01,2001,1,-0.68,-0.76,142.6
2001-02-01,2001,2,-0.25,-0.54,121.5
2001-03-01,2001,3,0.02,-0.43,165.8
2001-04-01,2001,4,-0.05,-0.29,161.7
2001-05-01,2001,5,-0.39,-0.19,142.1
2001-06-01,2001,6,-0.67,-0.08,202.9
2001-07-01,2001,7,-0.75,-0.05,123.0
2001-08-01,2001,8,-0.88,-0.13,161.5
2001-09-01,2001,9,-1.07,-0.15,238.2
2001-10-01,2001,10,-1.09,-0.26,194.1
2001-11-01,2001,11,-1.04,-0.33,176.6
2001-12-01,2001,12,-0.89,-0.32,213.4
2002-01-01,2002,1,-0.59,-0.15,184.6
2002-02-01,2002,2,0.04,0.07,170.2
2002-03-01,2002,3,0.57,0.11,147.1
2002-04-01,2002,4,0.81,0.15,186.9
2002-05-01,2002,5,0.67,0.3,187.5
2002-06-01,2002,6,0.3,0.45,128.8
2002-07-01,2002,7,-0.03,0.57,161.0
2002-08-01,2002,8,-0.12,0.63,175.6
2002-09-01,2002,9,0.07,0.78,187.9
2002-10-01,2002,10,0.48,0.99,151.2
2002-11-01,2002,11,0.79,1.19,147.2
2002-12-01,2002,12,0.74,1.08,135.3
2003-01-01,2003,1,0.4,0.9,133.5
2003-02-01,2003,2,0.04,0.59,75.7
2003-03-01,2003,3,-0.19,0.38,100.7
2003-04-01,2003,4,-0.69,-0.01,97.9
2003-05-01,2003,5,-1.12,-0.18,86.8
2003-06-01,2003,6,-1.3,-0.13,118.7
2003-07-01,2003,7,-0.78,0.09,128.3
2003-08-01,2003,8,-0.51,0.14,115.4
2003-09-01,2003,9,-0.1,0.23,78.5
2003-10-01,2003,10,-0.01,0.23,97.8
2003-11-01,2003,11,0.22,0.29,82.9
2003-12-01,2003,12,0.1,0.29,72.2
2004-01-01,2004,1,0.02,0.34,60.6
2004-02-01,2004,2,-0.27,0.27,74.6
2004-03-01,2004,3,-0.39,0.19,74.8
2004-04-01,2004,4,-0.89,0.1,59.2
2004-05-01,2004,5,-1.01,0.12,72.8
2004-06-01,2004,6,-1.11,0.22,66.5
2004-07-01,2004,7,-0.86,0.39,83.8
2004-08-01,2004,8,-0.62,0.54,69.7
2004-09-01,2004,9,-0.32,0.58,48.8
2004-10-01,2004,10,0.16,0.61,74.2
2004-11-01,2004,11,0.38,0.64,70.1
2004-12-01,2004,12,0.36,0.71,28.9
2005-01-01,2005,1,-0.17,0.62,48.1
2005-02-01,2005,2,-0.74,0.55,43.5
2005-03-01,2005,3,-0.88,0.4,39.6
2005-04-01,2005,4,-0.68,0.37,38.7
2005-05-01,2005,5,-0.46,0.27,61.9
2005-06-01,2005,6,-0.46,0.09,56.8
2005-07-01,2005,7,-0.5,-0.04,62.4
2005-08-01,2005,8,-0.52,-0.14,60.5
2005-09-01,2005,9,-0.84,-0.11,37.2
2005-10-01,2005,10,-1.18,-0.27,13.2
2005-11-01,2005,11,-1.23,-0.57,27.5
2005-12-01,2005,12,-0.92,-0.82,59.3
2006-01-01,2006,1,-0.37,-0.86,20.9
2006-02-01,2006,2,-0.15,-0.8,5.7
2006-03-01,2006,3,-0.52,-0.63,17.3
2006-04-01,2006,4,-0.78,-0.45,50.3
2006-05-01,2006,5,-0.76,-0.19,37.2
2006-06-01,2006,6,-0.19,-0.05,24.5
2006-07-01,2006,7,0.23,0.12,22.2
2006-08-01,2006,8,0.62,0.33,20.8
2006-09-01,2006,9,0.91,0.54,23.7
2006-10-01,2006,10,0.94,0.71,14.9
2006-11-01,2006,11,0.86,0.88,35.7
2006-12-01,2006,12,0.72,0.88,22.3
2007-01-01,2007,1,0.5,0.62,29.3
2007-02-01,2007,2,0.05,0.19,18.4
2007-03-01,2007,3,-0.59,-0.12,7.2
2007-04-01,2007,4,-1.22,-0.32,5.4
2007-05-01,2007,5,-1.54,-0.34,19.5
2007-06-01,2007,6,-1.46,-0.41,21.3
2007-07-01,2007,7,-1.26,-0.49,15.1
2007-08-01,2007,8,-1.05,-0.77,9.8
2007-09-01,2007,9,-1.23,-1.05,4.0
2007-10-01,2007,10,-1.41,-1.38,1.5
2007-11-01,2007,11,-1.64,-1.57,2.8
2007-12-01,2007,12,-1.29,-1.72,17.3
2008-01-01,2008,1,-0.64,-1.76,4.1
2008-02-01,2008,2,0.04,-1.61,2.9
2008-03-01,2008,3,0.34,-1.37,15.5
2008-04-01,2008,4,0.44,-1.05,3.6
2008-05-01,2008,5,0.5,-0.85,4.6
2008-06-01,2008,6,0.69,-0.56,5.2
2008-07-01,2008,7,0.98,-0.33,0.6
2008-08-01,2008,8,1.13,-0.2,0.3
2008-09-01,2008,9,0.92,-0.25,1.2
2008-10-01,2008,10,0.37,-0.36,4.2
2008-11-01,2008,11,-0.12,-0.57,6.6
2008-12-01,2008,12,-0.3,-0.79,1.0
2009-01-01,2009,1,-0.43,-0.89,1.3
2009-02-01,2009,2,-0.55,-0.84,1.2
2009-03-01,2009,3,-0.36,-0.63,0.6
2009-04-01,2009,4,-0.02,-0.35,1.2
2009-05-01,2009,5,0.47,0.03,2.9
2009-06-01,2009,6,0.58,0.34,6.3
2009-07-01,2009,7,0.75,0.5,5.5
2009-08-01,2009,8,0.7,0.56,0.0
2009-09-01,2009,9,0.56,0.66,7.1
2009-10-01,2009,10,0.39,0.92,7.7
2009-11-01,2009,11,0.42,1.31,6.9
2009-12-01,2009,12,0.41,1.5,16.3
2010-01-01,2010,1,0.35,1.47,19.5
2010-02-01,2010,2,0.18,1.21,28.5
2010-03-01,2010,3,0.05,0.88,24.0
2010-04-01,2010,4,0.09,0.38,10.4
2010-05-01,2010,5,0.07,-0.16,13.9
2010-06-01,2010,6,-0.24,-0.66,18.8
2010-07-01,2010,7,-0.75,-0.98,25.2
2010-08-01,2010,8,-1.16,-1.24,29.6
2010-09-01,2010,9,-1.24,-1.43,36.4
2010-10-01,2010,10,-1.25,-1.54,33.6
2010-11-01,2010,11,-1.13,-1.57,34.4
2010-12-01,2010,12,-0.88,-1.48,24.5
2011-01-01,2011,1,-0.5,-1.29,27.3
2011-02-01,2011,2,-0.5,-1.06,48.3
2011-03-01,2011,3,-0.4,-0.85,78.6
2011-04-01,2011,4,-0.31,-0.68,76.1
2011-05-01,2011,5,0.08,-0.5,58.2
2011-06-01,2011,6,0.18,-0.34,56.1
2011-07-01,2011,7,0.08,-0.37,64.5
2011-08-01,2011,8,-0.28,-0.5,65.8
2011-09-01,2011,9,-0.59,-0.76,120.1
2011-10-01,2011,10,-0.71,-0.94,125.7
2011-11-01,2011,11,-0.67,-1.02,139.1
2011-12-01,2011,12,-0.46,-0.92,109.3
2012-01-01,2012,1,-0.15,-0.71,94.4
2012-02-01,2012,2,0.11,-0.56,47.8
2012-03-01,2012,3,0.47,-0.44,86.6
2012-04-01,2012,4,0.65,-0.35,85.9
2012-05-01,2012,5,0.94,-0.18,96.5
2012-06-01,2012,6,0.77,0.03,92.0
2012-07-01,2012,7,0.5,0.28,100.1
2012-08-01,2012,8,0.18,0.39,94.8
2012-09-01,2012,9,-0.07,0.37,93.7
2012-10-01,2012,10,-0.23,0.28,76.5
2012-11-01,2012,11,-0.53,0.13,87.6
2012-12-01,2012,12,-0.63,-0.03,56.8
2013-01-01,2013,1,-0.73,-0.24,96.1
2013-02-01,2013,2,-0.67,-0.28,60.9
2013-03-01,2013,3,-0.85,-0.23,78.3
2013-04-01,2013,4,-1.13,-0.2,107.3
2013-05-01,2013,5,-1.54,-0.3,120.2
2013-06-01,2013,6,-1.66,-0.38,76.7
2013-07-01,2013,7,-1.52,-0.45,86.2
2013-08-01,2013,8,-1.15,-0.34,91.8
2013-09-01,2013,9,-0.86,-0.32,54.5
2013-10-01,2013,10,-0.66,-0.14,114.4
2013-11-01,2013,11,-0.55,-0.12,113.9
2013-12-01,2013,12,-0.31,-0.11,124.2
2014-01-01,2014,1,-0.33,-0.24,117.0
2014-02-01,2014,2,-0.29,-0.21,146.1
2014-03-01,2014,3,-0.3,-0.02,128.7
2014-04-01,2014,4,0.25,0.25,112.5
2014-05-01,2014,5,0.87,0.35,112.5
2014-06-01,2014,6,1.21,0.22,102.9
2014-07-01,2014,7,1.15,0.07,100.2
2014-08-01,2014,8,0.9,0.07,106.9
2014-09-01,2014,9,0.81,0.24,130.0
2014-10-01,2014,10,0.77,0.51,90.0
2014-11-01,2014,11,0.65,0.7,103.6
2014-12-01,2014,12,0.37,0.8,112.9
2015-01-01,2015,1,-0.06,0.73,93.0
2015-02-01,2015,2,-0.18,0.65,66.7
2015-03-01,2015,3,0.2,0.72,54.5
2015-04-01,2015,4,0.88,0.86,75.3
2015-05-01,2015,5,1.6,1.04,88.8
2015-06-01,2015,6,2.1,1.19,66.5
2015-07-01,2015,7,2.13,1.44,65.8
2015-08-01,2015,8,2.15,1.73,64.4
2015-09-01,2015,9,2.02,2.02,78.6
2015-10-01,2015,10,2.23,2.28,63.6
2015-11-01,2015,11,2.21,2.45,62.2
2015-12-01,2015,12,2.06,2.59,58.0
2016-01-01,2016,1,1.75,2.5,57.0
2016-02-01,2016,2,1.45,2.21,56.4
2016-03-01,2016,3,1.05,1.69,54.1
2016-04-01,2016,4,0.77,1.11,37.9
2016-05-01,2016,5,0.51,0.57,51.5
2016-06-01,2016,6,0.42,0.09,20.5
2016-07-01,2016,7,0.34,-0.19,32.4
2016-08-01,2016,8,0.35,-0.34,50.2
2016-09-01,2016,9,0.36,-0.42,44.6
2016-10-01,2016,10,0.31,-0.51,33.4
2016-11-01,2016,11,0.25,-0.49,21.4
2016-12-01,2016,12,0.47,-0.37,18.5
2017-01-01,2017,1,0.89,-0.08,26.1
2017-02-01,2017,2,1.29,0.08,26.4
2017-03-01,2017,3,1.31,0.27,17.7
2017-04-01,2017,4,0.92,0.32,32.3
2017-05-01,2017,5,0.31,0.35,18.9
2017-06-01,2017,6,-0.13,0.32,19.2
2017-07-01,2017,7,-0.32,0.14,17.8
2017-08-01,2017,8,-0.52,-0.07,32.6
2017-09-01,2017,9,-0.69,-0.23,43.7
2017-10-01,2017,10,-0.97,-0.44,13.2
2017-11-01,2017,11,-1.21,-0.61,5.7
2017-12-01,2017,12,-1.3,-0.76,8.2
2018-01-01,2018,1,-1.25,-0.71,6.8
2018-02-01,2018,2,-1.21,-0.67,10.7
2018-03-01,2018,3,-1.16,-0.55,2.5
2018-04-01,2018,4,-1.07,-0.35,8.9
2018-05-01,2018,5,-0.84,-0.07,13.1
2018-06-01,2018,6,-0.61,0.13,15.6
2018-07-01,2018,7,-0.46,0.2,1.6
2018-08-01,2018,8,-0.24,0.3,8.7
2018-09-01,2018,9,-0.09,0.52,3.3
2018-10-01,2018,10,0.27,0.82,4.9
2018-11-01,2018,11,0.63,1.04,4.9
2018-12-01,2018,12,0.87,1.05,3.1
2019-01-01,2019,1,0.78,0.99,7.7
2019-02-01,2019,2,0.49,0.94,0.8
2019-03-01,2019,3,0.31,0.87,9.4
2019-04-01,2019,4,0.21,0.82,9.1
2019-05-01,2019,5,0.05,0.71,9.9
2019-06-01,2019,6,-0.28,0.59,1.2
2019-07-01,2019,7,-0.6,0.38,0.9
2019-08-01,2019,8,-0.72,0.2,0.5
2019-09-01,2019,9,-0.74,0.31,1.1
2019-10-01,2019,10,-0.53,0.51,0.4
2019-11-01,2019,11,-0.3,0.72,0.5
2019-12-01,2019,12,-0.18,0.75,1.5
2020-01-01,2020,1,-0.14,0.71,6.2
2020-02-01,2020,2,-0.14,0.66,0.2
2020-03-01,2020,3,0.07,0.57,1.5
2020-04-01,2020,4,0.02,0.33,5.2
2020-05-01,2020,5,-0.2,0.04,0.2
2020-06-01,2020,6,-0.72,-0.18,5.8
2020-07-01,2020,7,-1.02,-0.29,6.1
2020-08-01,2020,8,-1.19,-0.43,7.5
2020-09-01,2020,9,-1.02,-0.77,0.6
2020-10-01,2020,10,-0.91,-1.0,14.6
2020-11-01,2020,11,-0.76,-1.11,34.5
2020-12-01,2020,12,-0.79,-1.06,23.1
2021-01-01,2021,1,-0.84,-0.99,10.4
2021-02-01,2021,2,-0.83,-0.85,8.2
2021-03-01,2021,3,-0.86,-0.74,17.2
2021-04-01,2021,4,-0.83,-0.56,24.5
2021-05-01,2021,5,-0.7,-0.4,21.2
2021-06-01,2021,6,-0.46,-0.31,25.0
2021-07-01,2021,7,-0.3,-0.35,34.3
2021-08-01,2021,8,-0.41,-0.46,22.0
2021-09-01,2021,9,-0.62,-0.64,51.3
2021-10-01,2021,10,-0.9,-0.77,37.4
2021-11-01,2021,11,-1.23,-0.91,34.8
2021-12-01,2021,12,-1.31,-0.83,67.5
2022-01-01,2022,1,-1.46,-0.76,55.3
2022-02-01,2022,2,-1.14,-0.68,60.9
2022-03-01,2022,3,-1.24,-0.77,78.6
2022-04-01,2022,4,-1.26,-0.86,84.0
2022-05-01,2022,5,-1.51,-0.83,96.5
2022-06-01,2022,6,-1.44,-0.73,70.3
2022-07-01,2022,7,-1.09,-0.7,91.4
2022-08-01,2022,8,-0.93,-0.78,74.6
2022-09-01,2022,9,-1.12,-0.87,96.0
2022-10-01,2022,10,-1.3,-0.89,95.5
2022-11-01,2022,11,-1.1,-0.82,80.5
2022-12-01,2022,12,-0.7,-0.7,112.8
2023-01-01,2023,1,-0.17,-0.55,144.4
2023-02-01,2023,2,0.47,-0.33,111.3
2023-03-01,2023,3,1.53,-0.11,123.3
2023-04-01,2023,4,2.11,0.19,97.6
2023-05-01,2023,5,2.45,0.46,137.4
2023-06-01,2023,6,2.57,0.73,160.5
2023-07-01,2023,7,2.92,1.0,160.0
2023-08-01,2023,8,2.9,1.25,114.8
2023-09-01,2023,9,2.68,1.5,134.2
2023-10-01,2023,10,2.28,1.74,99.9
2023-11-01,2023,11,2.01,1.9,107.1
2023-12-01,2023,12,1.67,1.99,113.5
2024-01-01,2024,1,1.34,1.84,126.0
2024-02-01,2024,2,0.88,1.53,123.0
2024-03-01,2024,3,0.38,1.18,103.7
2024-04-01,2024,4,-0.38,0.77,137.0
2024-05-01,2024,5,-0.78,0.43,172.1
2024-06-01,2024,6,-0.97,0.18,164.1
2024-07-01,2024,7,-0.72,0.06,196.8
2024-08-01,2024,8,-0.65,-0.04,216.0
2024-09-01,2024,9,-0.5,-0.12,141.1
2024-10-01,2024,10,-0.34,-0.19,165.8
2024-11-01,2024,11,-0.1,-0.29,154.1
2024-12-01,2024,12,-0.11,-0.43,154.6
2025-01-01,2025,1,0.0,-0.46,137.0
2025-02-01,2025,2,0.45,-0.22,155.7
2025-03-01,2025,3,0.72,-0.08,134.2
2025-04-01,2025,4,0.46,0.02,141.4
2025-05-01,2025,5,0.18,-0.04,78.5
2025-06-01,2025,6,0.11,-0.02,114.6
2025-07-01,2025,7,0.17,-0.11,125.9
2025-08-01,2025,8,-0.01,-0.26,133.7
2025-09-01,2025,9,-0.22,-0.43,129.7
2025-10-01,2025,10,-0.42,-0.57,114.8
2025-11-01,2025,11,-0.5,-0.61,91.7
2025-12-01,2025,12,-0.51,-0.6,124.2
2026-01-01,2026,1,-0.06,-0.39,115.0
2026-02-01,2026,2,0.42,-0.21,77.4
2026-03-01,2026,3,0.96,0.11,86.6
2026-04-01,2026,4,1.34,0.46,79.3
2026-05-01,2026,5,1.98,0.95,101.5
